account_value,date,daily_return
1004499.1722655036,2023-04-12,-0.003920470737844295
1017349.0524080205,2023-04-13,0.012792325267462212
1014946.9991176152,2023-04-14,-0.0023610906057461856
1018469.1149821782,2023-04-17,0.003470246099180674
1019111.2646727301,2023-04-18,0.0006305048244523714
1018941.8428889775,2023-04-19,-0.00016624463846648396
1013524.6399292302,2023-04-20,-0.005316498677086501
1014290.937454865,2023-04-21,0.0007560719250874204
1015323.4839967656,2023-04-24,0.001017998390571817
999529.0230865788,2023-04-25,-0.015556087453047707
995371.3903070379,2023-04-26,-0.004159591851272126
1014858.5425545049,2023-04-27,0.019577770103936798
1023395.9308848882,2023-04-28,0.008412392439338223
1022372.8982380986,2023-05-01,-0.0009996450209694974
1010994.9525223088,2023-05-02,-0.011128958656276944
1004109.4586589361,2023-05-03,-0.0068106115131378875
997038.7372967841,2023-05-04,-0.00704178344420292
1015418.4775662541,2023-05-05,0.018434329160872842
1015687.9905057072,2023-05-08,0.0002654205585259639
1011251.9126248478,2023-05-09,-0.004367559646590524
1015957.6535916447,2023-05-10,0.004653381524473366
1014192.9819607853,2023-05-11,-0.0017369539218695662
1012869.5157742619,2023-05-12,-0.0013049451239198762
1016349.76113559,2023-05-15,0.0034360253785186146
1009585.2866482853,2023-05-16,-0.006655656099871177
1021790.7694363713,2023-05-17,0.012089600501812736
1031594.3589139103,2023-05-18,0.009594517557588444
1030099.2752957463,2023-05-19,-0.00144929410019079
1030516.0068631291,2023-05-22,0.00040455476222245323
1018996.7685818791,2023-05-23,-0.011178126496369845
1011644.0201687932,2023-05-24,-0.007215673925363486
1020369.257595551,2023-05-25,0.008624809965566804
1033530.497829926,2023-05-26,0.012898507218248367
1033922.6804471135,2023-05-30,0.00037945916256076906
1028212.1592068791,2023-05-31,-0.00552316082065718
1037942.1769070744,2023-06-01,0.009463044774437046
1052892.637722504,2023-06-02,0.014403943830455068
1050881.6837372442,2023-06-05,-0.0019099326115621373
1053162.410012299,2023-06-06,0.002170297865449422
1049528.2700110786,2023-06-07,-0.003450692852945636
1055866.2622314154,2023-06-08,0.00603889614166353
1057752.007731293,2023-06-09,0.0017859700298525905
1067317.8258822637,2023-06-12,0.009043535801447122
1074337.9478212895,2023-06-13,0.006577349097699914
1075614.6294911504,2023-06-14,0.001188342711387902
1088895.9260310063,2023-06-15,0.012347634715733635
1085200.971197022,2023-06-16,-0.00339330393810211
1079592.1741999518,2023-06-20,-0.0051684408196606135
1074081.7982233893,2023-06-21,-0.005104127380921475
1077944.0162409672,2023-06-22,0.0035958322950508936
1069825.971197022,2023-06-23,-0.007531045139296477
1065471.7982233893,2023-06-26,-0.004069982493284163
1077107.6252497563,2023-06-27,0.010920821222832
1077648.828252686,2023-06-28,0.0005024595409435229
1081879.9561823735,2023-06-29,0.003926258553584638
