,SPY,cash
2006-06-19,0.40836071968078613,0.5916392207145691
2006-06-20,0.8976951241493225,0.10230488330125809
2006-06-21,0.8706426620483398,0.12935738265514374
2006-06-22,0.7567705512046814,0.24322952330112457
2006-06-23,0.5925031304359436,0.40749692916870117
2006-06-26,0.4705342948436737,0.5294657349586487
2006-06-27,0.04222444072365761,0.9577755928039551
2006-06-28,0.22885386645793915,0.7711461782455444
2006-06-29,0.6575085520744324,0.3424914479255676
2006-06-30,0.6991926431655884,0.3008073568344116
2006-07-03,0.5573248267173767,0.4426752030849457
2006-07-05,0.27613306045532227,0.7238669395446777
2006-07-06,0.5898086428642273,0.4101913571357727
2006-07-07,0.8031168580055237,0.1968831568956375
2006-07-10,0.44987916946411133,0.5501208305358887
2006-07-11,0.4650629162788391,0.5349370241165161
2006-07-12,0.13370518386363983,0.866294801235199
2006-07-13,0.08106104284524918,0.9189389944076538
2006-07-14,0.27794522047042847,0.7220548391342163
2006-07-17,0.3398294150829315,0.6601706147193909
2006-07-18,0.4922628700733185,0.5077371001243591
2006-07-19,0.12661418318748474,0.8733857870101929
2006-07-20,0.7061672806739807,0.2938327193260193
2006-07-21,0.23251818120479584,0.767481803894043
2006-07-24,0.3380758762359619,0.6619240641593933
2006-07-25,0.46365249156951904,0.5363475680351257
2006-07-26,0.10050972551107407,0.8994902968406677
2006-07-27,0.03637533262372017,0.9636246562004089
2006-07-28,0.3017524182796478,0.6982476115226746
2006-07-31,0.6099528670310974,0.3900470733642578
2006-08-01,0.8586341142654419,0.14136585593223572
2006-08-02,0.8483404517173767,0.15165956318378448
2006-08-03,0.10511337965726852,0.8948866128921509
2006-08-04,0.2337317019701004,0.766268253326416
2006-08-07,0.9422867894172668,0.057713210582733154
2006-08-08,0.6313000917434692,0.36869996786117554
2006-08-09,0.7679958939552307,0.2320040762424469
2006-08-10,0.7890455722808838,0.210954487323761
2006-08-11,0.478985071182251,0.521014928817749
2006-08-14,0.957902729511261,0.04209727421402931
2006-08-15,0.3472421169281006,0.6527578234672546
2006-08-16,0.5417916774749756,0.4582083523273468
2006-08-17,0.20423243939876556,0.7957675457000732
2006-08-18,0.4637785255908966,0.536221444606781
2006-08-21,0.2552298307418823,0.7447702288627625
2006-08-22,0.30600622296333313,0.6939938068389893
2006-08-23,0.30286192893981934,0.6971380710601807
2006-08-24,0.42740797996520996,0.57259202003479
2006-08-25,0.4921371042728424,0.50786292552948
2006-08-28,0.6105393171310425,0.3894607424736023
2006-08-29,0.5966549515724182,0.4033450186252594
2006-08-30,0.09390872716903687,0.9060912728309631
2006-08-31,0.7054405212402344,0.2945594787597656
2006-09-01,0.6069644093513489,0.3930355906486511
2006-09-05,0.2753351330757141,0.7246648073196411
2006-09-06,0.7318886518478394,0.26811134815216064
2006-09-07,0.4787869155406952,0.5212130546569824
2006-09-08,0.5507003664970398,0.4492996633052826
2006-09-11,0.47482529282569885,0.5251747369766235
2006-09-12,0.38745754957199097,0.612542450428009
2006-09-13,0.5526902079582214,0.44730982184410095
2006-09-14,0.7045181393623352,0.29548180103302
2006-09-15,0.4018792510032654,0.5981207489967346
2006-09-18,0.09405802190303802,0.9059419631958008
2006-09-19,0.6767958402633667,0.3232041895389557
2006-09-20,0.9865443706512451,0.013455594889819622
2006-09-21,0.5433235168457031,0.45667651295661926
2006-09-22,0.3469541668891907,0.6530458331108093
2006-09-25,0.24547632038593292,0.7545236945152283
2006-09-26,0.09704992920160294,0.9029501080513
2006-09-27,0.8166388273239136,0.1833612024784088
2006-09-28,0.7659999132156372,0.234000101685524
2006-09-29,0.5866344571113586,0.41336557269096375
2006-10-02,0.6274843811988831,0.37251561880111694
2006-10-03,0.7671782970428467,0.23282167315483093
2006-10-04,0.11966551840305328,0.8803344964981079
2006-10-05,0.2128332108259201,0.7871667146682739
2006-10-06,0.6918849945068359,0.30811500549316406
2006-10-09,0.650516152381897,0.34948381781578064
2006-10-10,0.15869063138961792,0.8413093090057373
2006-10-11,0.900094211101532,0.09990577399730682
2006-10-12,0.18455784022808075,0.8154421448707581
2006-10-13,0.4313655495643616,0.5686344504356384
2006-10-16,0.9362214207649231,0.0637785941362381
2006-10-17,0.6810212135314941,0.31897884607315063
2006-10-18,0.160355806350708,0.8396441340446472
2006-10-19,0.42839157581329346,0.5716084837913513
2006-10-20,0.8880609273910522,0.11193905025720596
2006-10-23,0.3741074502468109,0.6258925795555115
2006-10-24,0.8608111143112183,0.13918891549110413
2006-10-25,0.4046127200126648,0.5953872799873352
2006-10-26,0.11406924575567245,0.8859307169914246
2006-10-27,0.4381345510482788,0.5618654489517212
2006-10-30,0.15242020785808563,0.8475797772407532
2006-10-31,0.7684537768363953,0.23154626786708832
2006-11-01,0.23775354027748108,0.7622464895248413
2006-11-02,0.18024581670761108,0.8197541832923889
2006-11-03,0.014444570988416672,0.9855554699897766
2006-11-06,0.36735692620277405,0.6326430439949036
2006-11-07,0.10819212347269058,0.8918078541755676
2006-11-08,0.07354394346475601,0.9264560341835022
2006-11-09,0.6597718000411987,0.34022819995880127
2006-11-10,0.9357807040214539,0.06421925127506256
2006-11-13,0.29236266016960144,0.707637369632721
2006-11-14,0.7874625325202942,0.2125374674797058
2006-11-15,0.46072936058044434,0.5392706394195557
2006-11-16,0.07953514903783798,0.9204648733139038
2006-11-17,0.31029200553894043,0.6897079944610596
2006-11-20,0.2098853588104248,0.79011470079422
2006-11-21,0.3484756648540497,0.6515243053436279
2006-11-22,0.7123164534568787,0.28768354654312134
2006-11-24,0.8539774417877197,0.14602255821228027
2006-11-27,0.631119966506958,0.3688800036907196
2006-11-28,0.8057828545570374,0.19421711564064026
2006-11-29,0.3797371983528137,0.6202628016471863
2006-11-30,0.8143033981323242,0.18569660186767578
2006-12-01,0.09781388938426971,0.9021860957145691
2006-12-04,0.7914085388183594,0.20859147608280182
2006-12-05,0.43986716866493225,0.5601328611373901
2006-12-06,0.47923439741134644,0.5207655429840088
2006-12-07,0.662779688835144,0.33722037076950073
2006-12-08,0.6071215271949768,0.3928784728050232
2006-12-11,0.7268432378768921,0.2731568217277527
2006-12-12,0.6381300091743469,0.36187002062797546
2006-12-13,0.9055365920066833,0.09446339309215546
2006-12-14,0.6318445205688477,0.36815547943115234
2006-12-15,0.8274129033088684,0.172587051987648
2006-12-18,0.32171010971069336,0.6782898902893066
2006-12-19,0.11545591801404953,0.8845440745353699
2006-12-20,0.07375563681125641,0.92624431848526
2006-12-21,0.35447046160697937,0.645529568195343
2006-12-22,0.6604412198066711,0.33955878019332886
2006-12-26,0.8160455822944641,0.1839543879032135
2006-12-27,0.5228894352912903,0.47711050510406494
2006-12-28,0.795226514339447,0.20477353036403656
2006-12-29,0.33930277824401855,0.6606971621513367
2007-01-03,0.6445168256759644,0.35548317432403564
2007-01-04,0.16752921044826508,0.8324707746505737
2007-01-05,0.9242202043533325,0.0757797509431839
2007-01-08,0.8284544348716736,0.1715455800294876
2007-01-09,0.6122981309890747,0.3877018690109253
2007-01-10,0.8819349408149719,0.11806502938270569
2007-01-11,0.7198668122291565,0.28013312816619873
2007-01-12,0.20725800096988678,0.7927419543266296
2007-01-16,0.8575925827026367,0.1424073874950409
2007-01-17,0.41593971848487854,0.5840603113174438
2007-01-18,0.7805357575416565,0.2194642722606659
2007-01-19,0.7009752988815308,0.299024760723114
2007-01-22,0.8741561770439148,0.12584376335144043
2007-01-23,0.5898452997207642,0.41015467047691345
2007-01-24,0.45968490839004517,0.5403151512145996
2007-01-25,0.82216477394104,0.17783527076244354
2007-01-26,0.20144960284233093,0.7985504269599915
2007-01-29,0.2211822271347046,0.7788177728652954
2007-01-30,0.5493431687355042,0.45065683126449585
2007-01-31,0.34006229043006897,0.6599377393722534
2007-02-01,0.448484867811203,0.5515151619911194
2007-02-02,0.6013588309288025,0.3986411690711975
2007-02-05,0.6681393384933472,0.33186063170433044
2007-02-06,0.18428486585617065,0.8157151341438293
2007-02-07,0.661349892616272,0.338650107383728
2007-02-08,0.6620761752128601,0.3379238247871399
2007-02-09,0.3866935968399048,0.6133063435554504
2007-02-12,0.7034463286399841,0.29655367136001587
2007-02-13,0.9122692346572876,0.08773074299097061
2007-02-14,0.2945128083229065,0.7054872512817383
2007-02-15,0.16891008615493774,0.8310899138450623
2007-02-16,0.8743333220481873,0.12566667795181274
2007-02-20,0.9107713103294373,0.08922871202230453
2007-02-21,0.5972047448158264,0.4027952253818512
2007-02-22,0.9580071568489075,0.04199279472231865
2007-02-23,0.8239855766296387,0.17601442337036133
2007-02-26,0.5018733143806458,0.49812668561935425
2007-02-27,0.7300469875335693,0.2699529528617859
2007-02-28,0.9221773147583008,0.07782270759344101
2007-03-01,0.2179681956768036,0.782031774520874
2007-03-02,0.5393418669700623,0.46065816283226013
2007-03-05,0.7385448217391968,0.2614551782608032
2007-03-06,0.6602342128753662,0.339765727519989
2007-03-07,0.2305326908826828,0.7694673538208008
2007-03-08,0.5893738269805908,0.4106261432170868
2007-03-09,0.015497845597565174,0.9845021963119507
2007-03-12,0.17058056592941284,0.8294194340705872
2007-03-13,0.4180997908115387,0.5819001793861389
2007-03-14,0.86920166015625,0.13079833984375
2007-03-15,0.41680872440338135,0.5831912755966187
2007-03-16,0.3774155378341675,0.6225844621658325
2007-03-19,0.7429839372634888,0.25701600313186646
2007-03-20,0.1964908391237259,0.8035092353820801
2007-03-21,0.8152875900268555,0.18471240997314453
2007-03-22,0.654997706413269,0.34500232338905334
2007-03-23,0.47417762875556946,0.5258224010467529
2007-03-26,0.2495768666267395,0.7504231333732605
2007-03-27,0.8952364921569824,0.10476348549127579
2007-03-28,0.7735680937767029,0.2264319211244583
2007-03-29,0.6276540160179138,0.3723459839820862
2007-03-30,0.5435088276863098,0.45649123191833496
2007-04-02,0.39345595240592957,0.606544017791748
2007-04-03,0.21619710326194763,0.78380286693573
2007-04-04,0.2604683041572571,0.7395316958427429
2007-04-05,0.2275853008031845,0.7724147439002991
2007-04-09,0.922382116317749,0.07761785387992859
2007-04-10,0.3760002851486206,0.6239997148513794
2007-04-11,0.608669638633728,0.391330361366272
2007-04-12,0.18193382024765015,0.8180661797523499
2007-04-13,0.6363301873207092,0.36366981267929077
2007-04-16,0.8048245310783386,0.19517549872398376
2007-04-17,0.25590816140174866,0.744091808795929
2007-04-18,0.8534658551216125,0.14653414487838745
2007-04-19,0.40382546186447144,0.5961745381355286
2007-04-20,0.6419131755828857,0.35808679461479187
2007-04-23,0.3855174481868744,0.6144825220108032
2007-04-24,0.7540225982666016,0.24597738683223724
2007-04-25,0.2379416823387146,0.7620583176612854
2007-04-26,0.8862563371658325,0.11374367028474808
2007-04-27,0.5248625874519348,0.4751373827457428
2007-04-30,0.304104745388031,0.6958951950073242
2007-05-01,0.08334796875715256,0.9166520237922668
2007-05-02,0.26694631576538086,0.7330536246299744
2007-05-03,0.17042939364910126,0.8295705914497375
2007-05-04,0.8849360942840576,0.11506395041942596
2007-05-07,0.7296909093856812,0.27030909061431885
2007-05-08,0.5555742979049683,0.44442570209503174
2007-05-09,0.7343032956123352,0.2656966745853424
2007-05-10,0.606620192527771,0.3933797776699066
2007-05-11,0.44129741191864014,0.5587025880813599
2007-05-14,0.007502657826989889,0.9924973249435425
2007-05-15,0.617271363735199,0.3827286660671234
2007-05-16,0.8637858033180237,0.13621415197849274
2007-05-17,0.2309323251247406,0.769067645072937
2007-05-18,0.10491009801626205,0.8950899839401245
2007-05-21,0.1305512636899948,0.8694486618041992
2007-05-22,0.024516189470887184,0.9754838347434998
2007-05-23,0.6655146479606628,0.33448538184165955
2007-05-24,0.8416783809661865,0.1583215892314911
2007-05-25,0.18515054881572723,0.8148494362831116
2007-05-29,0.0636991336941719,0.9363008737564087
2007-05-30,0.7967193722724915,0.20328061282634735
2007-05-31,0.07540108263492584,0.9245989322662354
2007-06-01,0.9431033134460449,0.05689670518040657
2007-06-04,0.9430149793624878,0.05698499083518982
2007-06-05,0.44820529222488403,0.5517947673797607
2007-06-06,0.7315236330032349,0.26847630739212036
2007-06-07,0.31347891688346863,0.6865211129188538
2007-06-08,0.45928236842155457,0.5407176613807678
2007-06-11,0.2810019552707672,0.7189980149269104
2007-06-12,0.9142120480537415,0.08578798919916153
2007-06-13,0.42648690938949585,0.5735130906105042
2007-06-14,0.5557653903961182,0.44423454999923706
2007-06-15,0.1999312788248062,0.800068736076355
2007-06-18,0.16199840605258942,0.8380016088485718
2007-06-19,0.3366073668003082,0.6633926033973694
2007-06-20,0.4172772169113159,0.5827227830886841
2007-06-21,0.5074663758277893,0.4925335943698883
2007-06-22,0.8454359769821167,0.15456408262252808
2007-06-25,0.39391788840293884,0.6060821413993835
2007-06-26,0.501693606376648,0.49830639362335205
2007-06-27,0.9479535222053528,0.05204647034406662
2007-06-28,0.13814574480056763,0.8618542551994324
2007-06-29,0.10079417377710342,0.8992058038711548
2007-07-02,0.3833927512168884,0.6166071891784668
2007-07-03,0.7610377073287964,0.23896226286888123
2007-07-05,0.5494779348373413,0.4505220055580139
2007-07-06,0.7067092657089233,0.29329073429107666
2007-07-09,0.39051300287246704,0.609486997127533
2007-07-10,0.8181127905845642,0.1818872094154358
2007-07-11,0.20936888456344604,0.7906310558319092
2007-07-12,0.6368875503540039,0.3631124496459961
2007-07-13,0.7235741019248962,0.27642592787742615
2007-07-16,0.33167290687561035,0.6683270931243896
2007-07-17,0.8024821281433105,0.19751785695552826
2007-07-18,0.697733461856842,0.30226659774780273
2007-07-19,0.4779921770095825,0.5220078229904175
2007-07-20,0.44241639971733093,0.5575836300849915
2007-07-23,0.9177303314208984,0.08226969093084335
2007-07-24,0.07122097909450531,0.9287790060043335
2007-07-25,0.8857733607292175,0.11422669887542725
2007-07-26,0.4918941259384155,0.5081058144569397
2007-07-27,0.3963865637779236,0.6036134362220764
2007-07-30,0.8449493050575256,0.15505065023899078
2007-07-31,0.12962958216667175,0.8703704476356506
2007-08-01,0.5224390625953674,0.47756093740463257
2007-08-02,0.24412915110588074,0.7558708190917969
2007-08-03,0.3414889872074127,0.6585110425949097
2007-08-06,0.6652665138244629,0.3347335159778595
2007-08-07,0.11469221115112305,0.885307788848877
2007-08-08,0.9249690771102905,0.07503087818622589
2007-08-09,0.7881603837013245,0.21183963119983673
2007-08-10,0.33611029386520386,0.6638897657394409
2007-08-13,0.700203537940979,0.2997964024543762
2007-08-14,0.9704225063323975,0.029577424749732018
2007-08-15,0.5403632521629333,0.4596368074417114
2007-08-16,0.2385975420475006,0.761402428150177
2007-08-17,0.48125553131103516,0.5187444090843201
2007-08-20,0.26862287521362305,0.7313771843910217
2007-08-21,0.4832736849784851,0.5167263150215149
2007-08-22,0.1268952190876007,0.8731048107147217
2007-08-23,0.9246937036514282,0.07530631124973297
2007-08-24,0.3267063796520233,0.6732936501502991
2007-08-27,0.307070791721344,0.692929208278656
2007-08-28,0.4773910343647003,0.5226089954376221
2007-08-29,0.21993492543697357,0.7800650596618652
2007-08-30,0.4824901521205902,0.5175098776817322
2007-08-31,0.7784968614578247,0.2215031236410141
2007-09-04,0.10245347768068314,0.8975464701652527
2007-09-05,0.2926841378211975,0.7073158025741577
2007-09-06,0.1399957686662674,0.860004186630249
2007-09-07,0.15864762663841248,0.8413524031639099
2007-09-10,0.1510091871023178,0.848990797996521
2007-09-11,0.31042173504829407,0.6895782947540283
2007-09-12,0.18697340786457062,0.8130266070365906
2007-09-13,0.590241551399231,0.40975844860076904
2007-09-14,0.7883222103118896,0.21167778968811035
2007-09-17,0.5468413233757019,0.4531586468219757
2007-09-18,0.4773785173892975,0.5226214528083801
2007-09-19,0.6336325407028198,0.3663674294948578
2007-09-20,0.44712477922439575,0.5528752207756042
2007-09-21,0.3400404453277588,0.6599595546722412
2007-09-24,0.29726824164390564,0.702731728553772
2007-09-25,0.6787031292915344,0.3212968409061432
2007-09-26,0.5886428356170654,0.41135719418525696
2007-09-27,0.49348965287208557,0.506510317325592
2007-09-28,0.5356463193893433,0.46435368061065674
2007-10-01,0.1250651776790619,0.8749347925186157
2007-10-02,0.26287466287612915,0.7371252775192261
2007-10-03,0.053745295852422714,0.9462546706199646
2007-10-04,0.8511890769004822,0.14881090819835663
2007-10-05,0.19842274487018585,0.8015772700309753
2007-10-08,0.5735113620758057,0.4264886975288391
2007-10-09,0.26718515157699585,0.7328147888183594
2007-10-10,0.7896993160247803,0.21030065417289734
2007-10-11,0.6419844627380371,0.3580155372619629
2007-10-12,0.4449402391910553,0.5550597906112671
2007-10-15,0.348188191652298,0.6518118381500244
2007-10-16,0.881976306438446,0.11802371591329575
2007-10-17,0.4524092674255371,0.5475907921791077
2007-10-18,0.38397181034088135,0.6160281896591187
2007-10-19,0.9562404155731201,0.0437595508992672
2007-10-22,0.6156734228134155,0.3843265175819397
2007-10-23,0.06693665683269501,0.9330633878707886
2007-10-24,0.7854346632957458,0.21456530690193176
2007-10-25,0.7878636717796326,0.21213629841804504
2007-10-26,0.7808810472488403,0.21911892294883728
2007-10-29,0.1895570605993271,0.8104429244995117
2007-10-30,0.8797329664230347,0.12026707828044891
2007-10-31,0.2897574007511139,0.7102425694465637
2007-11-01,0.323885440826416,0.6761146187782288
2007-11-02,0.6364544034004211,0.36354559659957886
2007-11-05,0.22763687372207642,0.7723631262779236
2007-11-06,0.7813907265663147,0.2186092585325241
2007-11-07,0.4123251736164093,0.5876747965812683
2007-11-08,0.595268964767456,0.40473103523254395
2007-11-09,0.7745708227157593,0.2254292368888855
2007-11-12,0.903180718421936,0.09681926667690277
2007-11-13,0.03199316933751106,0.9680068492889404
2007-11-14,0.5791367292404175,0.4208632707595825
2007-11-15,0.46591949462890625,0.5340805649757385
2007-11-16,0.6737250089645386,0.3262749910354614
2007-11-19,0.7623367309570312,0.23766319453716278
2007-11-20,0.46637067198753357,0.533629298210144
2007-11-21,0.1802527904510498,0.8197472095489502
2007-11-23,0.3028877377510071,0.6971122622489929
2007-11-26,0.3538701832294464,0.6461297869682312
2007-11-27,0.40450066328048706,0.5954993367195129
2007-11-28,0.5900247097015381,0.4099753201007843
2007-11-29,0.7224717140197754,0.2775282859802246
2007-11-30,0.5769762992858887,0.42302370071411133
2007-12-03,0.8457507491111755,0.15424929559230804
2007-12-04,0.6305111646652222,0.36948880553245544
2007-12-05,0.462841272354126,0.5371587872505188
2007-12-06,0.3743717074394226,0.6256283521652222
2007-12-07,0.5042566061019897,0.49574339389801025
2007-12-10,0.76726895570755,0.23273105919361115
2007-12-11,0.2155848741531372,0.7844151258468628
2007-12-12,0.4721815288066864,0.527818500995636
2007-12-13,0.15803374350070953,0.8419662714004517
2007-12-14,0.33351606130599976,0.6664838790893555
2007-12-17,0.7829863429069519,0.2170136272907257
2007-12-18,0.8620280027389526,0.13797202706336975
2007-12-19,0.1214386448264122,0.8785613775253296
2007-12-20,0.8295504450798035,0.1704496145248413
2007-12-21,0.8406481742858887,0.1593518704175949
2007-12-24,0.21372056007385254,0.7862794399261475
2007-12-26,0.693495512008667,0.30650442838668823
2007-12-27,0.808797299861908,0.19120270013809204
2007-12-28,0.7137584090232849,0.2862415909767151
2007-12-31,0.9518729448318481,0.04812707379460335
2008-01-02,0.16913171112537384,0.8308683037757874
2008-01-03,0.11128058284521103,0.888719379901886
2008-01-04,0.7812872529029846,0.21871276199817657
2008-01-07,0.06080419197678566,0.9391958117485046
2008-01-08,0.8113915920257568,0.18860845267772675
2008-01-09,0.972985565662384,0.027014393359422684
2008-01-10,0.48506227135658264,0.514937698841095
2008-01-11,0.5810307264328003,0.4189693331718445
2008-01-14,0.3400135934352875,0.6599864363670349
2008-01-15,0.622972309589386,0.3770276606082916
2008-01-16,0.6138778924942017,0.38612207770347595
2008-01-17,0.7370197772979736,0.26298025250434875
2008-01-18,0.6052934527397156,0.3947065770626068
2008-01-22,0.3628007471561432,0.6371992230415344
2008-01-23,0.11372282356023788,0.8862771391868591
2008-01-24,0.08782877773046494,0.9121711850166321
2008-01-25,0.4566304087638855,0.5433696508407593
2008-01-28,0.23745977878570557,0.7625402212142944
2008-01-29,0.188415989279747,0.8115840554237366
2008-01-30,0.34171441197395325,0.6582855582237244
2008-01-31,0.7132505178451538,0.2867494225502014
2008-02-01,0.9309134483337402,0.06908655911684036
2008-02-04,0.45320484042167664,0.5467950701713562
2008-02-05,0.4104095697402954,0.5895904302597046
2008-02-06,0.3260730803012848,0.6739269495010376
2008-02-07,0.054065827280282974,0.9459341764450073
2008-02-08,0.08296670019626617,0.917033314704895
2008-02-11,0.6155434846878052,0.3844565153121948
2008-02-12,0.7814470529556274,0.21855294704437256
2008-02-13,0.508729875087738,0.4912700951099396
2008-02-14,0.6574442386627197,0.3425557017326355
2008-02-15,0.38173338770866394,0.6182666420936584
2008-02-19,0.3622535467147827,0.6377464532852173
2008-02-20,0.8851684331893921,0.1148315891623497
2008-02-21,0.6124815940856934,0.38751840591430664
2008-02-22,0.5399124026298523,0.4600875675678253
2008-02-25,0.5363117456436157,0.4636882245540619
2008-02-26,0.7279286980628967,0.2720712721347809
2008-02-27,0.8969730138778687,0.10302699357271194
2008-02-28,0.5873218774795532,0.41267821192741394
2008-02-29,0.5870116353034973,0.4129883646965027
2008-03-03,0.4941474497318268,0.5058525800704956
2008-03-04,0.5697067975997925,0.4302932322025299
2008-03-05,0.7999503016471863,0.20004966855049133
2008-03-06,0.43135780096054077,0.5686421990394592
2008-03-07,0.10685376822948456,0.8931462168693542
2008-03-10,0.30764931440353394,0.6923506855964661
2008-03-11,0.15859435498714447,0.8414056301116943
2008-03-12,0.8910075426101685,0.10899248719215393
2008-03-13,0.17982520163059235,0.8201747536659241
2008-03-14,0.8479882478713989,0.15201178193092346
2008-03-17,0.5782815217971802,0.4217185080051422
2008-03-18,0.18387997150421143,0.8161200284957886
2008-03-19,0.874447762966156,0.12555217742919922
2008-03-20,0.0069975401274859905,0.9930024743080139
2008-03-24,0.048523906618356705,0.9514760971069336
2008-03-25,0.6380467414855957,0.3619532585144043
2008-03-26,0.5118582844734192,0.4881416857242584
2008-03-27,0.6510703563690186,0.34892961382865906
2008-03-28,0.4372621774673462,0.5627378821372986
2008-03-31,0.7795211672782898,0.2204788476228714
2008-04-01,0.5977662205696106,0.40223371982574463
2008-04-02,0.6077086925506592,0.3922913074493408
2008-04-03,0.3305347263813019,0.6694652438163757
