,daily_return,date
0,1.0,2000-01-03
1,1.0,2000-01-04
2,1.0,2000-01-05
3,1.0,2000-01-06
4,1.0,2000-01-07
5,1.0,2000-01-10
6,1.0,2000-01-11
7,1.0,2000-01-12
8,1.0,2000-01-13
9,1.0,2000-01-14
10,1.0,2000-01-18
11,1.0081440082299244,2000-01-19
12,1.0081440082299244,2000-01-20
13,1.0081440082299244,2000-01-21
14,1.0081440082299244,2000-01-24
15,1.0195921489471818,2000-01-25
16,1.0195921489471818,2000-01-26
17,1.0195921489471818,2000-01-27
18,1.0195921489471818,2000-01-28
19,1.047262968236934,2000-01-31
20,1.0575804965547504,2000-02-01
21,1.0585189737971687,2000-02-02
22,1.0744643728639764,2000-02-03
23,1.0744643728639764,2000-02-04
24,1.0744643728639764,2000-02-07
25,1.0890860768223711,2000-02-08
26,1.0890860768223711,2000-02-09
27,1.0912543140927695,2000-02-10
28,1.0912543140927695,2000-02-11
29,1.0912543140927695,2000-02-14
30,1.1035985911330315,2000-02-15
31,1.1035985911330315,2000-02-16
32,1.1035985911330315,2000-02-17
33,1.1035985911330315,2000-02-18
34,1.1035985911330315,2000-02-22
35,1.1035985911330315,2000-02-23
36,1.1035985911330315,2000-02-24
37,1.1035985911330315,2000-02-25
38,1.126749118873635,2000-02-28
39,1.1376126436111573,2000-02-29
40,1.1458899061182939,2000-03-01
41,1.1466659692638237,2000-03-02
42,1.1681352372236198,2000-03-03
43,1.1681352372236198,2000-03-06
44,1.1681352372236198,2000-03-07
45,1.1681352372236198,2000-03-08
46,1.1681352372236198,2000-03-09
47,1.1681352372236198,2000-03-10
48,1.1681352372236198,2000-03-13
49,1.1681352372236198,2000-03-14
50,1.1681352372236198,2000-03-15
51,1.2227033240637541,2000-03-16
52,1.2307843634598856,2000-03-17
53,1.2307843634598856,2000-03-20
54,1.2307843634598856,2000-03-21
55,1.2307843634598856,2000-03-22
56,1.2517972994172628,2000-03-23
57,1.2592283993867022,2000-03-24
58,1.2592283993867022,2000-03-27
59,1.2592283993867022,2000-03-28
60,1.2592283993867022,2000-03-29
61,1.2592283993867022,2000-03-30
62,1.2735195164497182,2000-03-31
