,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,2year_rate,10year_rate,30year_rate
5712,2022-09-15,130.14999389648438,132.3300018310547,127.9000015258789,129.2216033935547,52362500,NVDA,3,-11.211425919764451,189.69490279669003,115.50928726678656,38.09823543376889,-116.62281732215324,27.81276535754526,163.04305572509764,164.07512588500975,26.270000457763672,0.1254438977353322,3.87,3.45,3.48
5713,2022-09-16,127.41999816894533,132.1199951171875,126.16999816894533,131.91018676757812,67075100,NVDA,4,-11.148299567220477,184.11030225215455,115.5274128967712,39.20435792654504,-106.88912563836207,28.82622507326588,161.04035237630208,163.54921391805013,26.299999237060547,0.3235228338500461,3.85,3.45,3.52
5714,2022-09-19,130.1199951171875,134.6300048828125,130.10000610351562,133.7492218017578,56968500,NVDA,0,-10.825091800338669,179.8079856673187,115.37039262857976,39.963469360550725,-90.7979971612836,26.16766862733993,159.1742207845052,163.07643432617186,25.76000022888184,0.1522646389205674,3.95,3.49,3.52
5715,2022-09-20,132.14999389648438,134.8300018310547,130.57000732421875,131.69029235839844,52481800,NVDA,1,-10.612748556236738,176.7769464006644,114.5505285749215,39.39378342884517,-85.94182866899425,25.95341766797224,157.6377955118815,162.41929677327474,27.15999984741211,0.1320903353411773,3.96,3.57,3.59
5716,2022-09-21,132.1300048828125,140.30999755859375,131.10000610351562,132.53985595703125,80767900,NVDA,2,-10.257668308046703,172.79018319520884,114.624468294049,39.760332870998745,-73.18072410740493,20.169157464740923,156.3651606241862,161.81911646525066,27.989999771118164,0.037526680419354,4.02,3.51,3.5
5717,2022-09-22,130.6999969482422,131.49000549316406,124.27999877929688,125.5435562133789,75916200,NVDA,3,-10.420684408724242,168.26978107262113,114.49145015906834,37.81209535241006,-92.32053573954352,24.625612598091656,154.5225944519043,161.2500420888265,27.350000381469727,1.7532600400641685,4.11,3.7,3.65
5718,2022-09-23,124.1999969482422,126.11000061035156,122.56999969482422,125.0937957763672,66330900,NVDA,4,-10.465527663105291,159.91464870868944,117.45775500835158,37.689281924482266,-95.01186832138652,25.7014178141546,152.7166598002116,160.74674491882325,29.920000076293945,0.0029796491675898,4.2,3.69,3.61
5719,2022-09-26,124.91000366210938,126.58999633789062,122.13999938964844,122.21531677246094,54734300,NVDA,0,-10.611018251172965,155.95220208693027,117.39515890550136,36.89587140637685,-93.31518666025087,25.182595611610022,150.55932083129883,160.25925356547037,32.2599983215332,0.3014320950269756,4.27,3.88,3.72
5720,2022-09-27,125.06999969482422,127.36000061035156,122.58000183105467,124.06433868408205,55385400,NVDA,1,-10.456582995299785,152.257954707311,117.70789001925152,37.76644788469372,-86.1477848691655,24.33099336126154,148.35603790283204,159.9084915161133,32.599998474121094,0.1828225361795228,4.3,3.97,3.87
5721,2022-09-28,124.0999984741211,128.22999572753906,123.54000091552734,127.2926254272461,54241400,NVDA,2,-9.958896225627685,148.53411626570423,118.70576639420788,39.279445303541024,-77.39551007713312,23.35019523735764,146.31132278442382,159.5380947113037,30.18000030517578,0.4939844812678705,4.07,3.72,3.7
