,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
6,2014-01-14,3.859999895095825,3.9674999713897705,3.8424999713897705,3.736642360687256,24182800,NVDA,1,-0.006800031355894021,3.8928910326062964,3.592524494192497,49.0158023307705,-61.264677725012405,28.478993613572534,3.742707763399397,3.742707763399397,12.279999732971191,0.0
7,2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,17.497756958007812,391638800,AAPL,2,0.025768767522055924,17.501206950209777,16.53279058549579,68.22417385561168,233.5057308931445,47.891812435044955,17.016998767852783,17.016998767852783,12.279999732971191,0.0
7,2014-01-15,177.64817810058594,180.35372924804688,177.33270263671875,120.67054748535156,5038059,IBM,2,-0.05662736387394318,122.3392739507527,118.0730795648723,56.757924014093,13.665724898557412,19.711065284000686,120.2061767578125,120.2061767578125,12.279999732971191,0.0
7,2014-01-15,57.97999954223633,58.56999969482422,57.27000045776367,57.599998474121094,33663400,META,2,-0.019727795689092886,58.91613677812047,56.02386280226283,52.82572471589973,53.89639721603809,5.964548131200387,57.46999979019165,57.46999979019165,12.279999732971191,0.0
7,2014-01-15,3.9774999618530273,4.017499923706055,3.9600000381469727,3.7767441272735596,17504400,NVDA,2,-0.0034765053605454455,3.8880725724206022,3.6058520453467318,53.51049842738091,33.75985792508991,9.172720574930606,3.746962308883667,3.746962308883667,12.279999732971191,0.0
8,2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,17.400127410888672,229278000,AAPL,3,0.03881919003378442,17.57955831183448,16.53957892232351,63.05419366337506,136.06779556484037,47.89181243504495,17.059568617078995,17.059568617078995,12.529999732971191,0.0
8,2014-01-16,179.28298950195312,180.67877197265625,178.5850830078125,121.32616424560547,4989734,IBM,3,0.012882427652087358,122.4610750062828,118.20016461774064,60.38133002918894,61.936365423228125,23.18168953092404,120.33061981201172,120.33061981201172,12.529999732971191,0.0
8,2014-01-16,57.2599983215332,58.02000045776367,56.83000183105469,57.189998626708984,34541800,META,3,-0.02871894126146657,58.80444444335017,56.073332656259204,49.436871816002565,-2.401141317851037,15.750026286402424,57.43888854980469,57.43888854980469,12.529999732971191,0.0
8,2014-01-16,4.002500057220459,4.022500038146973,3.984999895095825,3.788538694381714,22065200,NVDA,3,-0.0005369581843122084,3.886457249643896,3.616706564900782,54.72490979959315,48.82073885418868,7.501573208811396,3.751581907272339,3.751581907272339,12.529999732971191,0.0
9,2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,16.973793029785156,426739600,AAPL,4,0.025551830156807398,17.544234415703922,16.557747700995296,46.973746187834195,12.34463007088121,0.5331818485884687,17.05099105834961,17.05099105834961,12.4399995803833,0.0
9,2014-01-17,179.7705535888672,182.41873168945312,179.5984649658203,122.18102264404297,7996252,IBM,4,0.10603657947957856,122.84033644031501,118.19098375011467,64.40453807123436,128.40690543250585,38.018374170346675,120.51566009521484,120.51566009521484,12.4399995803833,0.0
9,2014-01-17,57.29999923706055,57.81999969482422,56.06999969482422,56.29999923706055,40849200,META,4,-0.08052247546225288,58.80025444048223,55.849744796578314,43.21186871068737,-73.65843682272828,28.95944047982394,57.32499961853027,57.32499961853027,12.4399995803833,0.0
9,2014-01-17,4.014999866485596,4.0625,3.9725000858306885,3.772026300430298,34040000,NVDA,4,0.0007055472660768558,3.881443736902298,3.6258089562739717,52.730014448328824,49.78587968736791,4.585419262878557,3.7536263465881348,3.7536263465881348,12.4399995803833,0.0
10,2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,17.23750877380371,328526800,AAPL,1,0.029655888914614792,17.54920660641584,16.58668782218412,54.41306992528555,37.245449366334476,0.5331818485884612,17.06794721429998,17.06794721429998,12.869999885559082,0.0
10,2014-01-21,181.86424255371094,182.0172119140625,178.57553100585938,121.11408233642578,11585810,IBM,1,0.11502231727456547,122.8047723037392,118.33535193054702,56.9391441237955,64.09641321766487,23.510384186310908,120.57006211714311,120.57006211714311,12.869999885559082,0.0
10,2014-01-21,56.599998474121094,58.58000183105469,56.5,58.5099983215332,48669200,META,1,0.0009116944693943196,59.00414818903437,55.86130535766307,57.09100823871788,67.08968569722019,10.961979644835452,57.43272677334872,57.43272677334872,12.869999885559082,0.0
10,2014-01-21,4.002500057220459,4.037499904632568,3.9700000286102295,3.7861807346343994,24607600,NVDA,1,0.002347592272326615,3.8794228595771503,3.6337488132438946,54.21017814134055,40.63289131383113,3.8306009506621894,3.7565858364105225,3.7565858364105225,12.869999885559082,0.0
11,2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,17.314109802246094,379985200,AAPL,2,0.036469084734996216,17.568829128632288,16.608092397958693,56.25711582130505,98.91517568789905,17.240631703435707,17.08846076329549,17.08846076329549,12.84000015258789,0.0
11,2014-01-22,173.30784606933594,175.43020629882812,171.76864624023438,117.14189910888672,14430721,IBM,2,-0.09815048679362803,123.19253761999124,117.37622611291891,39.365426906368846,-219.28129450639727,28.341331606037972,120.28438186645508,120.28438186645508,12.84000015258789,0.0
11,2014-01-22,58.849998474121094,59.310001373291016,57.099998474121094,57.5099983215332,61352900,META,2,0.005671783425142962,58.938121642634165,55.94021049542736,51.230143488447865,74.61323341116878,2.55142062465823,57.43916606903076,57.43916606903076,12.84000015258789,0.0
11,2014-01-22,4.019999980926514,4.025000095367432,3.9600000381469727,3.7814621925354004,33794000,NVDA,2,0.0032603248158156184,3.876656707856216,3.640661024318975,53.63104408252751,25.524959866446128,0.8197463688693616,3.7586588660875955,3.7586588660875955,12.84000015258789,0.0
12,2014-01-23,19.640714645385742,19.875,19.457500457763672,17.460710525512695,403239200,AAPL,3,0.04931936447642471,17.621239361363852,16.612951359414392,59.50055127765202,86.8926853015627,8.960254390740143,17.117095360389122,17.117095360389122,13.770000457763672,0.0
12,2014-01-23,173.4512481689453,175.64053344726562,172.76290893554688,117.45040130615234,7294699,IBM,3,-0.23751648110923895,123.26385160406802,116.86891511956479,40.8326200288304,-149.73775757384294,26.64188618400285,120.0663833618164,120.0663833618164,13.770000457763672,0.0
12,2014-01-23,56.369998931884766,56.68000030517578,55.689998626708984,56.630001068115234,47951800,META,3,-0.04058267853623221,58.88061464704057,55.87323056780318,46.85166159736264,-117.18118726958643,17.519283330875325,57.376922607421875,57.376922607421875,13.770000457763672,0.0
12,2014-01-23,3.994999885559082,4.037499904632568,3.9625000953674316,3.7673096656799316,18502800,NVDA,3,0.0030945321042517016,3.872400509253177,3.646248115166989,51.91035776852593,25.363967893595504,4.404258195136569,3.759324312210083,3.759324312210083,13.770000457763672,0.0
13,2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,17.143320083618164,429354800,AAPL,4,0.03990267972612216,17.603537239647864,16.6343998701631,51.026775664865,43.63092888151601,8.801194800357653,17.118968554905482,17.118968554905482,18.139999389648438,0.0
13,2014-01-24,173.27915954589844,174.7705535888672,171.73995971679688,115.46428680419922,7207568,IBM,4,-0.45385653298272643,123.67321592114675,115.80210843711217,35.165605390554305,-159.7122796848573,31.22393787986477,119.73766217912946,119.73766217912946,18.139999389648438,0.0
13,2014-01-24,56.150001525878906,56.41999816894531,54.400001525878906,54.45000076293945,55200700,META,4,-0.20102214577624977,59.29737251291785,55.038341009856985,38.433672399426975,-194.40905462950715,30.409589878466832,57.16785676138742,57.16785676138742,18.139999389648438,0.0
13,2014-01-24,3.9600000381469727,3.9749999046325684,3.890000104904175,3.6705901622772217,24669600,NVDA,4,-0.0026752495428419287,3.871528611550044,3.6344437057368557,42.312803420383965,-97.10440506907389,14.201322062259026,3.75298615864345,3.75298615864345,18.139999389648438,0.0
14,2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,17.282390594482422,554878800,AAPL,0,0.04054463286534116,17.604370152741005,16.65535656234689,53.99646897344884,56.77428300439887,8.801194800357656,17.129863357543947,17.129863357543947,17.420000076293945,0.0
14,2014-01-27,171.71128845214844,171.74952697753906,169.84703063964844,114.34585571289062,5448196,IBM,0,-0.6775881622186404,124.08295882318608,114.673458006241,32.535165885379456,-177.20344677259303,38.56911276425582,119.37820841471354,119.37820841471354,17.420000076293945,0.0
14,2014-01-27,54.72999954223633,54.939998626708984,51.849998474121094,53.54999923706055,73924100,META,0,-0.3728603001873765,59.70178641352437,54.15154610600688,35.69464497134301,-240.7065171936216,47.26340213175567,56.926666259765625,56.926666259765625,17.420000076293945,0.0
14,2014-01-27,3.890000104904175,3.944999933242798,3.8424999713897705,3.647000312805176,23381200,NVDA,0,-0.008392257874552111,3.8725855176991058,3.6192553534760243,40.42693352913877,-130.31292859604352,23.447543233807824,3.745920435587565,3.745920435587565,17.420000076293945,0.0
15,2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,15.901063919067383,1065523200,AAPL,1,-0.04325486565524628,17.819635807423992,16.286490977854328,33.26808896672145,-319.23353228262306,49.08110773966794,17.05306339263916,17.05306339263916,15.800000190734863,0.0
15,2014-01-28,170.21987915039062,170.602294921875,168.41299438476562,113.67100524902344,5578632,IBM,1,-0.8797672528826297,124.38826452825342,113.6547519054624,31.08383514848599,-167.68656028580082,43.313635026304034,119.02150821685791,119.02150821685791,15.800000190734863,0.0
15,2014-01-28,54.02000045776367,55.279998779296875,54.0,55.13999938964844,48191200,META,1,-0.4021305982960115,59.64093606872452,53.98906309204208,43.104951096165706,-125.62811220682855,42.50309768212527,56.8149995803833,56.8149995803833,15.800000190734863,0.0
15,2014-01-28,3.8575000762939453,3.9049999713897705,3.8424999713897705,3.682384729385376,16799600,NVDA,1,-0.01047875376630003,3.8683758619846205,3.615523045915236,44.2804536000403,-117.11076355055442,23.447543233807828,3.7419494539499283,3.7419494539499283,15.800000190734863,0.0
16,2014-01-29,17.998214721679688,18.120357513427734,17.807857513427734,15.72054672241211,502810000,AAPL,2,-0.11779810138761349,17.958902890760825,15.990457227431962,31.626743801306333,-262.1038991620816,51.202232630176546,16.974680059096393,16.974680059096393,17.350000381469727,0.0
16,2014-01-29,168.2409210205078,170.67877197265625,168.15487670898438,113.38172149658203,5199561,IBM,2,-1.0409413486304544,124.56223333906372,112.81727877461965,30.480885977541902,-142.41112813160518,44.11727977410334,118.68975605684169,118.68975605684169,17.350000381469727,0.0
16,2014-01-29,54.61000061035156,54.95000076293945,53.189998626708984,53.529998779296875,92995600,META,2,-0.5190970385942464,59.788136015241086,53.45539246304475,38.46220132431854,-153.69615237760607,46.745629022372015,56.62176423914292,56.62176423914292,17.350000381469727,0.0
16,2014-01-29,3.887500047683716,3.9100000858306885,3.862499952316284,3.647000312805176,16294400,NVDA,2,-0.014129706011527965,3.867153795903414,3.605574624802942,41.503218153039846,-108.46953190882006,21.966876863093276,3.736364210353178,3.736364210353178,17.350000381469727,0.0
17,2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,15.690094947814941,678501600,AAPL,3,-0.1753600341730781,18.033984165982478,15.772644273179038,31.35677058687817,-203.39481251225462,52.34511916987651,16.903314219580757,16.903314219580757,17.290000915527344,0.0
17,2014-01-30,169.3785858154297,170.03823852539062,168.6042022705078,113.998779296875,5076970,IBM,3,-1.1126904184559265,124.54040308407174,112.31788938961533,33.334355564903774,-121.12606410229299,44.117279774103345,118.42914623684354,118.42914623684354,17.290000915527344,0.0
17,2014-01-30,62.119998931884766,62.5,60.459999084472656,61.08000183105469,150178900,META,3,-0.12627522030958005,60.5914077753631,53.14748043535739,59.58128165441105,223.10109643572804,14.258242881757646,56.869444105360245,56.869444105360245,17.290000915527344,0.0
17,2014-01-30,3.887500047683716,3.9375,3.875,3.708333969116211,20289600,NVDA,3,-0.012885207268408916,3.86237767714382,3.6072362723139846,47.41688704303184,-59.28287899597914,14.175363581014,3.7348069747289023,3.7348069747289023,17.290000915527344,0.0
18,2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,15.715834617614746,464797200,AAPL,4,-0.21581281523761575,18.067296560629618,15.614334025693369,31.86533729730087,-174.13970391444602,54.167002517393556,16.840815293161494,16.840815293161494,18.40999984741211,0.0
18,2014-01-31,168.36520385742188,170.0191192626953,167.62905883789062,113.56171417236328,5432296,IBM,4,-1.1823335783486755,124.5180714873325,111.82785971640926,32.36108050017822,-116.04109121351223,47.14666937500741,118.17296560187089,118.17296560187089,18.40999984741211,0.0
18,2014-01-31,60.470001220703125,63.369998931884766,60.16999816894531,62.56999969482422,87794600,META,4,0.272729577548553,61.63318650705353,52.70576018676842,62.22775553843693,218.1127967194466,18.30655959045969,57.169473346910976,57.169473346910976,18.40999984741211,0.0
18,2014-01-31,3.875,3.947499990463257,3.872499942779541,3.703615427017212,33534800,NVDA,4,-0.012074761538664713,3.85796507768371,3.608365550962337,47.03843562604045,-55.2251393842628,11.496005702492225,3.7331653143230237,3.7331653143230237,18.40999984741211,0.0
19,2014-02-03,17.95035743713379,18.133214950561523,17.832143783569336,15.745038032531738,401464000,AAPL,0,-0.24248381022938403,18.07646452482935,15.495588335430659,32.452707742550345,-131.77145207851947,43.03298706085593,16.786026430130004,16.786026430130004,21.440000534057617,0.0
19,2014-02-03,168.27915954589844,168.27915954589844,165.12428283691406,111.13211822509766,7517393,IBM,0,-1.380114967987069,124.75317454705413,110.88867191901033,27.708740220803804,-138.75693630696978,53.80139432817974,117.82092323303223,117.82092323303223,21.440000534057617,0.0
19,2014-02-03,63.029998779296875,63.77000045776367,60.70000076293945,61.47999954223633,74866600,META,0,0.5059193699702647,62.138124115359595,52.631875197994894,59.28990305851125,187.25631503599004,20.100840748140218,57.384999656677245,57.384999656677245,21.440000534057617,0.0
19,2014-02-03,3.952500104904175,3.9574999809265137,3.8575000762939453,3.6540770530700684,43172800,NVDA,0,-0.01453353032390492,3.855726654073251,3.6026951484475007,43.286250678843615,-75.04426132831792,14.605565782450888,3.729210901260376,3.729210901260376,21.440000534057617,0.0
20,2014-02-04,18.066070556640625,18.19499969482422,17.955713272094727,15.97294807434082,376681200,AAPL,1,-0.24510591095969048,18.06273785408575,15.398996440805607,36.84796602930219,-102.54375791447119,40.11216810440628,16.747308413187664,16.747308413187664,19.110000610351562,0.0
20,2014-02-04,165.89866638183594,166.10899353027344,164.78012084960938,111.09354400634766,4549891,IBM,1,-1.5189370310557422,124.89464935045311,109.90133301038674,27.643468159412834,-137.00546154648148,54.613663816580015,117.50057184128534,117.50057184128534,19.110000610351562,0.0
20,2014-02-04,62.04999923706055,63.13999938964844,61.81999969482422,62.75,45985500,META,1,0.7640468109417355,62.98418894440359,52.34081029265696,61.481763117742496,183.2407048867589,20.100840748140218,57.64047586350214,57.64047586350214,19.110000610351562,0.0
20,2014-02-04,3.869999885559082,3.9024999141693115,3.8499999046325684,3.6753084659576416,28069200,NVDA,1,-0.014854396490487254,3.854145359281127,3.597199464556153,45.22350230304699,-87.59084339554865,16.129796965015146,3.7266441186269126,3.7266441186269126,19.110000610351562,0.0
21,2014-02-05,18.091428756713867,18.402856826782227,18.08035659790039,16.092247009277344,328344800,AAPL,2,-0.23621331334360818,18.04477509457761,15.33078232806033,38.997385928749274,-79.02236622279491,30.815355242219205,16.717532894828103,16.717532894828103,19.950000762939453,0.0
21,2014-02-05,164.61758422851562,167.27532958984375,164.61758422851562,111.99340057373047,4929066,IBM,2,-1.5479568268858372,124.44877084193287,109.35287252964916,31.53549162444945,-116.16992539036364,45.63676453140179,117.2502458745783,117.2502458745783,19.950000762939453,0.0
21,2014-02-05,62.7400016784668,63.15999984741211,61.27000045776367,62.189998626708984,51685100,META,2,0.917225119293235,63.570726447959835,52.181272834877085,60.00799792520587,150.6294695427453,16.34088590168282,57.84727235273881,57.84727235273881,19.950000762939453,0.0
21,2014-02-05,3.867500066757202,3.880000114440918,3.8299999237060547,3.642282009124756,21467600,NVDA,2,-0.01714111079618741,3.84499215479719,3.5898397505678,42.867209625016805,-111.94700736598887,20.06562828399983,3.7228094772859053,3.7228094772859053,19.950000762939453,0.0
22,2014-02-06,18.216428756713867,18.33928680419922,18.136070251464844,16.186050415039062,257765200,AAPL,3,-0.22014352496165657,18.006724387782075,15.28129984698965,40.64072730773582,-71.10747440118548,30.8153552422192,16.69442496092423,16.69442496092423,17.229999542236328,0.0
22,2014-02-06,166.31930541992188,167.16061401367188,166.14723205566406,112.88524627685547,4489641,IBM,3,-1.491521596126347,124.01900247514124,108.98932806074743,35.11389350310047,-97.179020780641,45.63676453140179,117.06046328337297,117.06046328337297,17.229999542236328,0.0
22,2014-02-06,61.459999084472656,62.779998779296875,61.459999084472656,62.15999984741211,42086500,META,3,1.0231102381501813,64.08121587599976,52.06378343735473,59.928390725899035,130.5528517757213,16.34088590168282,58.03478224381156,58.03478224381156,17.229999542236328,0.0
22,2014-02-06,3.865000009536743,3.9200000762939453,3.859999895095825,3.6894619464874268,16838000,NVDA,3,-0.015506046207955038,3.8180009923184266,3.5998462118899472,46.951850792263556,-59.81049925151313,9.439921927355249,3.721359584642493,3.721359584642493,17.229999542236328,0.0
23,2014-02-07,18.62071418762207,18.676071166992188,18.47785758972168,16.412492752075195,370280400,AAPL,4,-0.1894968641830843,17.985522117787273,15.259400424784747,44.38230372591672,-37.78701686076936,17.317785116335596,16.682677785555523,16.682677785555523,15.289999961853027,0.0
23,2014-02-07,167.91586303710938,169.75143432617188,167.37094116210938,114.55264282226562,4908773,IBM,4,-1.3154564961308353,123.53445605275346,108.88522397043991,41.070872391670555,-66.32130678445361,27.973941011696375,116.95597076416016,116.95597076416016,15.289999961853027,0.0
23,2014-02-07,62.27000045776367,64.56999969482422,62.220001220703125,64.31999969482422,60704300,META,4,1.24176617684968,65.03341701692364,51.82158214384295,63.5319309222999,154.7043549232468,24.565990911926374,58.296666304270424,58.296666304270424,15.289999961853027,0.0
23,2014-02-07,3.9200000762939453,3.9725000858306885,3.884999990463257,3.7437198162078857,15724800,NVDA,4,-0.010323045908077866,3.820500221386957,3.6001778935040947,51.11015069783261,-3.1840918896634647,2.299795577125491,3.722291260957718,3.722291260957718,15.289999961853027,0.0
24,2014-02-10,18.523571014404297,18.999643325805664,18.5,16.706514358520508,345559200,AAPL,0,-0.1430006165607729,17.983923188839146,15.258538683261687,48.723683168887945,-14.662063090899487,6.405779750494974,16.68363124847412,16.68363124847412,15.260000228881836,0.0
24,2014-02-10,169.1873779296875,169.8374786376953,168.49903869628906,114.48155975341797,3703258,IBM,0,-1.168015127345143,123.00701371082256,108.82461394420675,40.90525574504798,-58.3756990474123,27.442918486732538,116.85699432373048,116.85699432373048,15.260000228881836,0.0
24,2014-02-10,64.30000305175781,64.48999786376953,63.470001220703125,63.54999923706055,43666100,META,0,1.343680554237345,65.69234194602916,51.723657275772595,61.492653366267255,139.68005160097638,24.56599091192637,58.50679962158203,58.50679962158203,15.260000228881836,0.0
24,2014-02-10,3.9625000953674316,4.03249979019165,3.9600000381469727,3.755513906478882,32437200,NVDA,0,-0.005351421935851697,3.824579870918583,3.6005803702084314,51.95698950432911,59.905041590402426,13.295801944643049,3.7236201667785647,3.7236201667785647,15.260000228881836,0.0
25,2014-02-11,18.95035743713379,19.20535659790039,18.91071319580078,16.92664337158203,282256800,AAPL,1,-0.08967309425786141,17.993461538448596,15.259793828830457,51.64689580220459,16.150131485751654,0.27191164988577154,16.692977868593655,16.692977868593655,14.510000228881836,0.0
25,2014-02-11,169.034423828125,172.4569854736328,169.0248565673828,116.13603973388672,4861076,IBM,1,-0.923379446514005,122.80237741255536,108.80590353226887,46.13516328266917,-33.2319697296319,12.713429137796489,116.82926530104417,116.82926530104417,14.510000228881836,0.0
25,2014-02-11,63.75,65.0,63.349998474121094,64.8499984741211,45675600,META,1,1.498550280477943,66.5193389151132,51.79066016935945,63.53681064714538,137.7122244916965,26.761488453392516,58.75076880821815,58.75076880821815,14.510000228881836,0.0
25,2014-02-11,4.002500057220459,4.072500228881836,3.9825000762939453,3.833360195159912,23538400,NVDA,1,0.004047545390999829,3.8391686369134255,3.6069866012381246,57.03813782235028,113.60384598228384,19.541091084471503,3.727840937100924,3.727840937100924,14.510000228881836,0.0
26,2014-02-12,19.176786422729492,19.270000457763672,19.044286727905273,16.92538070678711,308100800,AAPL,2,-0.04716508679076625,17.967289059915604,15.263168150625166,51.62943054596463,23.430832341256846,1.572566855336557,16.70158538111934,16.70158538111934,14.300000190734863,0.0
26,2014-02-12,171.625244140625,173.27915954589844,171.37667846679688,116.48505401611328,4166218,IBM,2,-0.6972450312154166,122.44307644109858,108.86363208551273,47.15574520395775,-14.804248367939149,8.636662115150049,116.81651673493562,116.81651673493562,14.300000190734863,0.0
26,2014-02-12,64.91999816894531,65.05999755859375,64.05000305175781,64.44999694824219,47282100,META,2,1.57335186755153,67.18728845368751,51.793710157762675,62.48106106713037,127.58574504354961,27.019984886293543,58.961851331922745,58.961851331922745,14.300000190734863,0.0
