,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,2year_rate,10year_rate,30year_rate
5831,2023-03-08,234.8699951171875,242.0,234.2400054931641,241.78497314453125,51357300,NVDA,2,10.8435158443977,247.1730127811584,205.43233542440805,62.595201713991386,112.19339925475086,31.83561037282436,219.2507568359375,190.90999247233077,19.11000061035156,0.8782441123517738,5.05,3.98,3.88
5832,2023-03-09,241.75,244.5399932861328,233.8300018310547,234.33575439453125,50125700,NVDA,3,10.291068029221208,247.98263951633984,205.85735224391405,59.92753925448952,97.24710262269134,33.081597014858175,220.62270863850912,191.9828628540039,22.61000061035156,0.649241754361437,4.9,3.93,3.88
5833,2023-03-10,234.08999633789065,236.2700042724609,227.25999450683597,229.6262359619141,47486600,NVDA,4,9.365273335763334,248.25993026706607,206.21179061916436,58.30249204432772,56.58499643656664,26.87588711170685,221.6780537923177,192.88826522827148,24.799999237060547,0.2833611279770061,4.6,3.7,3.7
5834,2023-03-13,227.5200042724609,232.97999572753903,222.97000122070312,229.63624572753903,42189000,NVDA,0,8.534007351129532,247.9631889488275,208.21296766738345,58.30497800588915,38.04327194046006,23.001544298807325,222.5461171468099,193.704359181722,26.520000457763672,0.00033873303339,4.03,3.55,3.7
5835,2023-03-14,234.9600067138672,242.19000244140625,234.6000061035156,240.6051025390625,47491000,NVDA,1,8.660485458092069,249.23594062554344,209.2186797357847,60.9445110513489,101.49619961753166,27.89178556925424,224.18069915771488,194.7695826212565,23.729999542236328,1.401044131379761,4.2,3.64,3.77
5836,2023-03-15,237.6100006103516,242.8600006103516,233.6000061035156,242.2549285888672,52448600,NVDA,2,8.792493056316744,250.69912613680796,209.0162638778405,61.32546114651837,101.25869394609666,26.985912961904685,225.74530995686848,195.98260345458985,26.13999938964844,0.0208377172804944,3.93,3.51,3.7
5837,2023-03-16,240.2700042724609,255.8800048828125,238.94000244140625,255.38357543945312,58325300,NVDA,3,9.843017925555785,254.9609585972197,207.53501003071,64.2000362546163,165.18087721737825,33.34495753860952,227.2790033976237,197.4779177347819,22.989999771118164,1.779269553074453,4.14,3.56,3.71
5838,2023-03-17,259.82000732421875,263.989990234375,256.67999267578125,257.223388671875,84854700,NVDA,4,10.700673304035403,258.8581939290405,207.3641251017212,64.5816759601826,209.639627924676,36.88686463740331,228.61876068115237,199.05671463012692,25.51000022888184,0.0231088164603824,3.81,3.39,3.6
5839,2023-03-20,256.1499938964844,260.239990234375,251.3000030517578,258.97320556640625,43274700,NVDA,0,11.390267061621216,261.9003308915902,208.8371523237418,64.94930492727141,177.43342258811825,32.070764874172646,230.21978963216145,200.69283396402997,24.149999618530277,0.0220798840358057,3.92,3.47,3.65
5840,2023-03-21,261.79998779296875,263.9200134277344,253.80999755859372,261.962890625,54740800,NVDA,1,12.03923685287549,263.53709034102474,212.74732585770573,65.58075518790045,181.97002058812927,33.720837594304456,231.92414042154948,202.30946706136064,21.3799991607666,0.0727330269174888,4.17,3.59,3.73
5841,2023-03-22,264.25,275.8900146484375,262.3699951171875,264.6526184082031,79729500,NVDA,2,12.625054867442714,264.6769619697682,217.32438690718493,66.14833725126776,206.84730664713985,38.72889148073796,233.3569142659505,204.1645426432292,22.26000022888184,0.059686367833702,3.96,3.48,3.68
