,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,reportedEPS,estimatedEPS,surprisePercentage,2year_rate,10year_rate,30year_rate
2,2014-01-08,57.59999847412109,58.40999984741211,57.22999954223633,58.22999954223633,56682400,META,2,0.0301962562055493,58.840181789460445,56.72648385995362,100.0,52.561673949818335,100.0,57.78333282470703,57.78333282470703,12.869999885559082,0.0,1.24,1.24,0.0,0.43,3.01,3.90
2,2014-01-08,4.050000190734863,4.110000133514404,4.034999847412109,3.8593106269836426,30819200,NVDA,2,0.0033627775826357,3.9176302336164905,3.690903148799281,100.0,98.15752311360524,100.0,3.8042666912078857,3.8042666912078857,12.869999885559082,0.0,,,,0.43,3.01,3.90
3,2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,16.843503952026367,279148800,AAPL,3,-0.0068516871102666,17.200143214931998,16.767379406222787,23.816313324818992,-133.33333333333786,100.0,16.983761310577393,16.983761310577393,12.890000343322754,0.0,1.17,1.11,5.4054,0.44,2.97,3.88
3,2014-01-09,180.70745849609372,181.16635131835935,178.34608459472656,120.43920135498048,4520080,IBM,3,0.009876763411782,122.6626357255061,118.71062858723803,60.41034968912343,8.584887642983027,59.475097463789496,120.68663215637208,120.68663215637208,12.890000343322754,0.0,3.22,3.19,0.9404,0.44,2.97,3.88
3,2014-01-09,58.650001525878906,58.959999084472656,56.650001525878906,57.220001220703125,92253300,META,3,-0.0006225922367235,58.67301548348015,56.61198436393196,49.053381212866114,21.71385278062492,35.029959169758754,57.642499923706055,57.642499923706055,12.890000343322754,0.0,1.24,1.24,0.0,0.44,2.97,3.88
3,2014-01-09,4.027500152587891,4.034999847412109,3.924999952316284,3.715410470962525,29217200,NVDA,3,-0.0010115024516834,3.91036068879554,3.653744583497551,42.756391522394594,-64.19161862179313,2.4578497084315587,3.7820526361465454,3.7820526361465454,12.890000343322754,0.0,,,,0.44,2.97,3.88
4,2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,16.731115341186523,304976000,AAPL,4,-0.0148148487826631,17.22679613881136,16.63966809458708,18.800478662114983,-157.48609284192767,100.0,16.93323211669922,16.93323211669922,12.140000343322754,0.0,1.17,1.11,5.4054,0.39,2.88,3.80
4,2014-01-10,180.0286865234375,180.2772521972656,178.08795166015625,120.3620376586914,4207430,IBM,4,-0.0062323833095234,122.3574355414375,118.88599097223435,59.13070131677296,-29.118584138569723,47.70123686346556,120.62171325683592,120.62171325683592,12.140000343322754,0.0,3.22,3.19,0.9404,0.39,2.88,3.80
4,2014-01-10,57.130001068115234,58.29999923706055,57.060001373291016,57.93999862670898,42449500,META,4,0.0112943674365695,58.633276272964416,56.77072305564887,62.966946384381146,36.47156970640728,35.029959169758754,57.70199966430664,57.70199966430664,12.140000343322754,0.0,1.24,1.24,0.0,0.39,2.88,3.80
4,2014-01-10,3.950000047683716,3.9774999618530273,3.8975000381469727,3.710692882537842,21849200,NVDA,4,-0.0035548498211288,3.895925091580551,3.6396362792690575,41.94213806855949,-83.70939954087461,13.86917702151178,3.7677806854248046,3.7677806854248046,12.140000343322754,0.0,,,,0.39,2.88,3.80
5,2014-01-13,18.92535781860352,19.375,18.924285888671875,16.818706512451172,378492800,AAPL,0,-0.0155778692059911,17.1928700872649,16.63541894471752,30.586655079358135,-86.62461636979795,61.88211031950974,16.91414451599121,16.91414451599121,13.279999732971191,0.0,1.17,1.11,5.4054,0.39,2.84,3.77
5,2014-01-13,178.06883239746094,178.72848510742188,175.77438354492188,118.36949920654295,6050796,IBM,0,-0.1010011279435332,122.65296654916932,117.83972194773824,37.76284514993614,-136.40703508128925,12.31866618251352,120.24634424845378,120.24634424845378,13.279999732971191,0.0,3.22,3.19,0.9404,0.39,2.84,3.77
5,2014-01-13,57.90999984741211,58.25,55.380001068115234,55.90999984741211,63010900,META,0,-0.0685581566323634,59.08697881235125,55.71968724396386,35.04888103193875,-82.43315659364667,32.71918035430915,57.403333028157554,57.403333028157554,13.279999732971191,0.0,1.24,1.24,0.0,0.39,2.84,3.77
5,2014-01-13,3.932499885559082,3.9574999809265137,3.8324999809265137,3.6234097480773926,24333200,NVDA,0,-0.008749205085865,3.908133286364288,3.5793044387028505,30.738203057760145,-126.4495583824547,33.02710605458328,3.743718862533569,3.743718862533569,13.279999732971191,0.0,,,,0.39,2.84,3.77
6,2014-01-14,19.222143173217773,19.526071548461918,19.2021427154541,17.153362274169922,332561600,AAPL,1,-0.0006384083180499,17.26047233937048,16.636164623520145,55.89147433319784,92.02919215731728,8.603358829430192,16.948318481445312,16.948318481445312,12.279999732971191,0.0,1.17,1.11,5.4054,0.39,2.88,3.80
6,2014-01-14,176.92160034179688,178.23135375976562,175.7935028076172,119.50078582763672,4831683,IBM,1,-0.1087883475325952,122.40790965033707,117.87176215490844,48.65958315076392,-89.52216956547637,12.31866618251352,120.13983590262276,120.13983590262276,12.279999732971191,0.0,3.22,3.19,0.9404,0.39,2.88,3.80
6,2014-01-14,56.459999084472656,57.77999877929688,56.09999847412109,57.7400016784668,37503600,META,1,-0.0356853011116697,59.00930797031565,55.89354912894495,54.04870095567685,-11.118997277937693,32.71918035430915,57.4514285496303,57.4514285496303,12.279999732971191,0.0,1.24,1.24,0.0,0.39,2.88,3.80
6,2014-01-14,3.859999895095825,3.9674999713897705,3.8424999713897705,3.736642360687256,24182800,NVDA,1,-0.0068000655450504,3.892892379171487,3.592523488225276,49.01583033680697,-61.264563483392045,28.478993613572527,3.7427079336983815,3.7427079336983815,12.279999732971191,0.0,,,,0.39,2.88,3.80
7,2014-01-15,19.76857185363769,20.007143020629883,19.7021427154541,17.497764587402344,391638800,AAPL,2,0.0257689316829754,17.501215661452278,16.532782827927605,68.22396881443812,233.50573947629985,47.89181243504495,17.01699924468994,17.01699924468994,12.279999732971191,0.0,1.17,1.11,5.4054,0.41,2.90,3.81
7,2014-01-15,177.64817810058594,180.35372924804688,177.33270263671875,120.6706085205078,5038059,IBM,2,-0.0566242019341416,122.3392878503742,118.0730771093426,56.758362351915046,13.667009531600211,19.71106528400068,120.2061824798584,120.2061824798584,12.279999732971191,0.0,3.22,3.19,0.9404,0.41,2.90,3.81
7,2014-01-15,57.97999954223633,58.56999969482422,57.27000045776367,57.59999847412109,33663400,META,2,-0.0197277956890928,58.91613677812047,56.02386280226283,52.82572471589973,53.89639721603809,5.964548131200387,57.46999979019165,57.46999979019165,12.279999732971191,0.0,1.24,1.24,0.0,0.41,2.90,3.81
7,2014-01-15,3.9774999618530273,4.017499923706055,3.9600000381469727,3.7767446041107178,17504400,NVDA,2,-0.0034765166078085,3.888073891060485,3.605851143939362,53.51053356300049,33.75988039637525,9.172720574930606,3.746962517499924,3.746962517499924,12.279999732971191,0.0,,,,0.41,2.90,3.81
8,2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,17.400127410888672,229278000,AAPL,3,0.0388192970583602,17.57956528886448,16.539572793004012,63.05371926012253,136.06739450816664,47.89181243504493,17.059569040934246,17.059569040934246,12.529999732971191,0.0,1.17,1.11,5.4054,0.41,2.86,3.77
8,2014-01-16,179.28298950195312,180.67877197265625,178.5850830078125,121.32618713378906,4989734,IBM,3,0.0128856907376189,122.46109381074304,118.20016107206943,60.38151036079392,61.9365489066894,23.181689530924046,120.33062744140624,120.33062744140624,12.529999732971191,0.0,3.22,3.19,0.9404,0.41,2.86,3.77
8,2014-01-16,57.2599983215332,58.02000045776367,56.83000183105469,57.18999862670898,34541800,META,3,-0.0287189412614665,58.80444444335017,56.0733326562592,49.436871816002565,-2.401141317851037,15.750026286402424,57.43888854980469,57.43888854980469,12.529999732971191,0.0,1.24,1.24,0.0,0.41,2.86,3.77
8,2014-01-16,4.002500057220459,4.022500038146973,3.984999895095825,3.788538455963135,22065200,NVDA,3,-0.000536988860055,3.886458363515106,3.61670576892101,54.72486075930116,48.820418706553305,7.501573208811399,3.751582066218058,3.751582066218058,12.529999732971191,0.0,,,,0.41,2.86,3.77
9,2014-01-17,19.695714950561523,19.716785430908203,19.28214263916016,16.973793029785156,426739600,AAPL,4,0.025551895093308,17.544240967567188,16.55774191207148,46.973668751148566,12.34455024265404,0.5331818485884556,17.050991439819335,17.050991439819335,12.4399995803833,0.0,1.17,1.11,5.4054,0.40,2.84,3.75
9,2014-01-17,179.7705535888672,182.41873168945312,179.5984649658203,122.18102264404295,7996252,IBM,4,0.1060386878856718,122.8403499811227,118.19098394221714,64.40459288462088,128.4069098094161,38.01837417034668,120.51566696166992,120.51566696166992,12.4399995803833,0.0,3.22,3.19,0.9404,0.40,2.84,3.75
9,2014-01-17,57.29999923706055,57.81999969482422,56.06999969482422,56.29999923706055,40849200,META,4,-0.0805224754622528,58.80025444048223,55.84974479657832,43.21186871068737,-73.65843682272828,28.95944047982394,57.32499961853027,57.32499961853027,12.4399995803833,0.0,1.24,1.24,0.0,0.40,2.84,3.75
9,2014-01-17,4.014999866485596,4.0625,3.972500085830689,3.772026538848877,34040000,NVDA,4,0.0007055278161582,3.881444804573804,3.625808222388476,52.7300379191203,49.78579856067106,4.585419262878563,3.75362651348114,3.75362651348114,12.4399995803833,0.0,,,,0.40,2.84,3.75
10,2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,17.237504959106445,328526800,AAPL,1,0.0296557192967448,17.54921170669852,16.58668272190144,54.412801073078185,37.24488453292192,0.5331818485884608,17.06794721429998,17.06794721429998,12.869999885559082,0.0,1.17,1.11,5.4054,0.40,2.85,3.74
10,2014-01-21,181.8642425537109,182.0172119140625,178.57553100585938,121.1140365600586,11585810,IBM,1,0.1150211229601865,122.80477550729456,118.3353528884796,56.93890857397519,64.09524535033053,23.510384186310908,120.57006419788708,120.57006419788708,12.869999885559082,0.0,6.13,5.99,2.3372,0.40,2.85,3.74
10,2014-01-21,56.59999847412109,58.58000183105469,56.5,58.5099983215332,48669200,META,1,0.0009116944693943,59.00414818903437,55.86130535766307,57.09100823871788,67.08968569722019,10.961979644835452,57.43272677334872,57.43272677334872,12.869999885559082,0.0,1.24,1.24,0.0,0.40,2.85,3.74
10,2014-01-21,4.002500057220459,4.037499904632568,3.9700000286102295,3.7861807346344,24607600,NVDA,1,0.0023475685052507,3.879423838784714,3.633748137478159,54.210167298859226,40.6327252670254,3.83060095066218,3.756585988131437,3.756585988131437,12.869999885559082,0.0,,,,0.40,2.85,3.74
11,2014-01-22,19.67535781860352,19.90321350097656,19.56464385986328,17.314102172851562,379985200,AAPL,2,0.0364685359162457,17.568831834887405,16.608088420137825,56.25674720952779,98.91435244637952,17.240631703435692,17.088460127512615,17.088460127512615,12.84000015258789,0.0,1.17,1.11,5.4054,0.44,2.87,3.75
11,2014-01-22,173.30784606933594,175.43020629882812,171.76864624023438,117.14183807373048,14430721,IBM,2,-0.0981549244287123,123.19256002610776,117.37619734897363,39.36527644079915,-219.28167036993116,28.34133160603796,120.2843786875407,120.2843786875407,12.84000015258789,0.0,6.13,5.99,2.3372,0.44,2.87,3.75
11,2014-01-22,58.84999847412109,59.310001373291016,57.09999847412109,57.5099983215332,61352900,META,2,0.0056717834251429,58.938121642634165,55.94021049542736,51.230143488447865,74.61323341116878,2.55142062465823,57.43916606903076,57.43916606903076,12.84000015258789,0.0,1.24,1.24,0.0,0.44,2.87,3.75
11,2014-01-22,4.019999980926514,4.025000095367432,3.9600000381469727,3.781462669372559,33794000,NVDA,2,0.003260324400085,3.876657692628605,3.640660397174455,53.63109460227125,25.52506891550391,0.8197463688693668,3.75865904490153,3.75865904490153,12.84000015258789,0.0,,,,0.44,2.87,3.75
12,2014-01-23,19.640714645385746,19.875,19.457500457763672,17.460716247558594,403239200,AAPL,3,0.0493192959107737,17.621243578164858,16.612946849175138,59.50045286472059,86.89330292017223,8.960254390740149,17.117095213669998,17.117095213669998,13.770000457763672,0.0,1.17,1.11,5.4054,0.39,2.79,3.68
12,2014-01-23,173.4512481689453,175.64053344726562,172.76290893554688,117.45038604736328,7294699,IBM,3,-0.2375206793885667,123.26387212116994,116.86888638619185,40.83267913243072,-149.7375751835274,26.641886184002843,120.06637925368088,120.06637925368088,13.770000457763672,0.0,6.13,5.99,2.3372,0.39,2.79,3.68
12,2014-01-23,56.369998931884766,56.68000030517578,55.68999862670898,56.630001068115234,47951800,META,3,-0.0405826785362322,58.88061464704057,55.87323056780318,46.85166159736264,-117.18118726958645,17.519283330875325,57.37692260742188,57.37692260742188,13.770000457763672,0.0,1.24,1.24,0.0,0.39,2.79,3.68
12,2014-01-23,3.994999885559082,4.037499904632568,3.962500095367432,3.767309188842773,18502800,NVDA,3,0.0030944951407083,3.872401393150583,3.646247488028053,51.91030226598343,25.363563907145263,4.40425819513657,3.759324440589318,3.759324440589318,13.770000457763672,0.0,,,,0.39,2.79,3.68
13,2014-01-24,19.78571319580078,19.84357070922852,19.45535659790039,17.143320083618164,429354800,AAPL,4,0.0399026398989619,17.60354129625737,16.63439554107522,51.02667793210152,43.630914967134025,8.801194800357653,17.118968418666295,17.118968418666295,18.13999938964844,0.0,1.17,1.11,5.4054,0.37,2.75,3.64
13,2014-01-24,173.27915954589844,174.7705535888672,171.73995971679688,115.46424865722656,7207568,IBM,4,-0.4538618240856493,123.67323922213257,115.80207205716432,35.16563922174315,-159.7123216905886,31.22393787986477,119.73765563964844,119.73765563964844,18.13999938964844,0.0,6.13,5.99,2.3372,0.37,2.75,3.64
13,2014-01-24,56.150001525878906,56.41999816894531,54.400001525878906,54.45000076293945,55200700,META,4,-0.2010221457762497,59.29737251291785,55.038341009856985,38.433672399426975,-194.40905462950715,30.409589878466832,57.16785676138742,57.16785676138742,18.13999938964844,0.0,1.24,1.24,0.0,0.37,2.75,3.64
13,2014-01-24,3.9600000381469727,3.974999904632568,3.890000104904175,3.6705901622772217,24669600,NVDA,4,-0.0026752857471725,3.871529423458615,3.634443132246864,42.31284924690295,-97.10430619197489,14.201322062259017,3.7529862778527394,3.7529862778527394,18.13999938964844,0.0,,,,0.37,2.75,3.64
14,2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,17.282394409179688,554878800,AAPL,0,0.040544841589778,17.60437461867552,16.655352350725522,53.99640778345011,56.774652234289135,8.801194800357647,17.129863484700522,17.129863484700522,17.420000076293945,0.0,0.5175,0.5025,2.9851,0.37,2.78,3.67
14,2014-01-27,171.71128845214844,171.74952697753906,169.84703063964844,114.34587860107422,5448196,IBM,0,-0.6775905880405446,124.08296843103447,114.67343924311916,32.53535071193481,-177.20296658460413,38.56911276425582,119.37820383707682,119.37820383707682,17.420000076293945,0.0,6.13,5.99,2.3372,0.37,2.78,3.67
14,2014-01-27,54.72999954223633,54.93999862670898,51.84999847412109,53.54999923706055,73924100,META,0,-0.3728603001873765,59.70178641352437,54.15154610600688,35.69464497134301,-240.7065171936216,47.26340213175567,56.926666259765625,56.926666259765625,17.420000076293945,0.0,1.24,1.24,0.0,0.37,2.78,3.67
14,2014-01-27,3.890000104904175,3.944999933242798,3.8424999713897705,3.647000789642334,23381200,NVDA,0,-0.0083922647481027,3.872586182926304,3.619254974351121,40.42702194806839,-130.3125966990007,23.44754323380783,3.745920578638712,3.745920578638712,17.420000076293945,0.0,,,,0.37,2.78,3.67
15,2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,15.901060104370115,1065523200,AAPL,1,-0.0432549336750938,17.819639774543543,16.2864867723162,33.26819937035653,-319.2334996621296,49.08110773966795,17.05306327342987,17.05306327342987,15.800000190734863,0.0,0.5175,0.5025,2.9851,0.38,2.77,3.68
15,2014-01-28,170.21987915039062,170.602294921875,168.41299438476562,113.67098999023438,5578632,IBM,1,-0.8797697876583328,124.38827372934428,113.65473221395406,31.08393861078225,-167.68642824807915,43.31363502630404,119.02150297164916,119.02150297164916,15.800000190734863,0.0,6.13,5.99,2.3372,0.38,2.77,3.68
15,2014-01-28,54.02000045776367,55.27999877929688,54.0,55.13999938964844,48191200,META,1,-0.4021305982960115,59.64093606872452,53.98906309204208,43.104951096165706,-125.62811220682856,42.50309768212527,56.8149995803833,56.8149995803833,15.800000190734863,0.0,1.24,1.24,0.0,0.38,2.77,3.68
15,2014-01-28,3.857500076293945,3.9049999713897705,3.8424999713897705,3.6823842525482178,16799600,NVDA,1,-0.0104787961374759,3.86837653245861,3.615522584057503,44.28042670795556,-117.11087815179717,23.447543233807814,3.7419495582580566,3.7419495582580566,15.800000190734863,0.0,,,,0.38,2.77,3.68
16,2014-01-29,17.998214721679688,18.12035751342773,17.807857513427734,15.720545768737791,502810000,AAPL,2,-0.1177982025663162,17.958905972057735,15.990453809544114,31.62689325511323,-262.1034228985473,51.202232630176525,16.974679890800925,16.974679890800925,17.350000381469727,0.0,0.5175,0.5025,2.9851,0.36,2.69,3.62
16,2014-01-29,168.2409210205078,170.67877197265625,168.15487670898438,113.38172912597656,5199561,IBM,2,-1.0409425186173138,124.56223831899842,112.81726481892667,30.48103784651312,-142.4109087678615,44.11727977410334,118.68975156896256,118.68975156896256,17.350000381469727,0.0,6.13,5.99,2.3372,0.36,2.69,3.62
16,2014-01-29,54.61000061035156,54.95000076293945,53.18999862670898,53.52999877929688,92995600,META,2,-0.5190970385942464,59.788136015241086,53.45539246304475,38.46220132431854,-153.69615237760607,46.745629022372015,56.62176423914292,56.62176423914292,17.350000381469727,0.0,0.31,0.27,14.8148,0.36,2.69,3.62
16,2014-01-29,3.887500047683716,3.910000085830689,3.862499952316284,3.647000789642334,16294400,NVDA,2,-0.0141297159110611,3.8671543715650474,3.605574301584511,41.50326697681966,-108.46931889694176,21.96687686309328,3.7363643365747783,3.7363643365747783,17.350000381469727,0.0,,,,0.36,2.69,3.62
17,2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,15.690091133117676,678501600,AAPL,3,-0.1753603398911103,18.033987378029604,15.77264031938522,31.35689663122173,-203.3947376714435,52.3451191698765,16.903313848707413,16.903313848707413,17.290000915527344,0.0,0.5175,0.5025,2.9851,0.36,2.72,3.65
17,2014-01-30,169.3785858154297,170.03823852539062,168.6042022705078,113.998779296875,5076970,IBM,3,-1.1126910099043954,124.54040664270975,112.31787735387226,33.33445507744037,-121.125942239488,44.11727977410335,118.42914199829102,118.42914199829102,17.290000915527344,0.0,6.13,5.99,2.3372,0.36,2.72,3.65
17,2014-01-30,62.119998931884766,62.5,60.459999084472656,61.08000183105469,150178900,META,3,-0.12627522030958,60.5914077753631,53.14748043535739,59.58128165441105,223.10109643572804,14.258242881757646,56.869444105360245,56.869444105360245,17.290000915527344,0.0,0.31,0.27,14.8148,0.36,2.72,3.65
17,2014-01-30,3.887500047683716,3.9375,3.875,3.708334684371948,20289600,NVDA,3,-0.0128851771461255,3.862378241004597,3.607236026344647,47.41695316886666,-59.28261565501087,14.175363581014,3.7348071336746216,3.7348071336746216,17.290000915527344,0.0,,,,0.36,2.72,3.65
18,2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,15.715835571289062,464797200,AAPL,4,-0.2158129685421812,18.06729910901166,15.6143308749907,31.865549881339987,-174.13948359546532,54.16700251739356,16.84081499200118,16.84081499200118,18.40999984741211,0.0,0.5175,0.5025,2.9851,0.34,2.67,3.61
18,2014-01-31,168.36520385742188,170.0191192626953,167.62905883789062,113.5617218017578,5432296,IBM,4,-1.1823332285744357,124.51807304937503,111.82785092651928,32.36119719081907,-116.04094916802588,47.14666937500741,118.17296198794716,118.17296198794716,18.40999984741211,0.0,6.13,5.99,2.3372,0.34,2.67,3.61
18,2014-01-31,60.470001220703125,63.369998931884766,60.16999816894531,62.56999969482422,87794600,META,4,0.272729577548553,61.63318650705353,52.70576018676842,62.22775553843693,218.1127967194466,18.30655959045969,57.169473346910976,57.169473346910976,18.40999984741211,0.0,0.31,0.27,14.8148,0.34,2.67,3.61
18,2014-01-31,3.875,3.947499990463257,3.872499942779541,3.703616380691528,33534800,NVDA,4,-0.0120746857313513,3.85796562755202,3.608365402641109,47.03852024152256,-55.22480447787318,11.49600570249221,3.733165515096564,3.733165515096564,18.40999984741211,0.0,,,,0.34,2.67,3.61
19,2014-02-03,17.95035743713379,18.133214950561523,17.832143783569336,15.74503231048584,401464000,AAPL,0,-0.242484279364227,18.076467439026032,15.495584276824802,32.452777668022605,-131.77157543124665,43.03298706085593,16.786025857925416,16.786025857925416,21.440000534057617,0.0,0.5175,0.5025,2.9851,0.30,2.61,3.55
19,2014-02-03,168.27915954589844,168.27915954589844,165.12428283691406,111.1321258544922,7517393,IBM,0,-1.3801138969888456,124.75317369963795,110.88866666291088,27.708852799625006,-138.75680647348864,53.80139432817974,117.82092018127442,117.82092018127442,21.440000534057617,0.0,6.13,5.99,2.3372,0.30,2.61,3.55
19,2014-02-03,63.02999877929688,63.77000045776367,60.70000076293945,61.47999954223633,74866600,META,0,0.5059193699702647,62.1381241153596,52.631875197994894,59.28990305851125,187.25631503599004,20.100840748140214,57.384999656677245,57.384999656677245,21.440000534057617,0.0,0.31,0.27,14.8148,0.30,2.61,3.55
19,2014-02-03,3.952500104904175,3.9574999809265137,3.857500076293945,3.6540777683258057,43172800,NVDA,0,-0.0145334357609279,3.8557271424837154,3.602695113032337,43.28631096853039,-75.04406144298376,14.605565782450894,3.729211127758026,3.729211127758026,21.440000534057617,0.0,,,,0.30,2.61,3.55
20,2014-02-04,18.066070556640625,18.19499969482422,17.955713272094727,15.972947120666504,376681200,AAPL,1,-0.2451063030187974,18.062740028225505,15.39899245468465,36.84807149407765,-102.5437124418757,40.11216810440627,16.74730782281785,16.74730782281785,19.11000061035156,0.0,0.5175,0.5025,2.9851,0.31,2.64,3.59
20,2014-02-04,165.89866638183594,166.10899353027344,164.78012084960938,111.0935516357422,4549891,IBM,1,-1.5189354156565855,124.8946483289032,109.90133021723938,27.643580650294997,-137.00535239377112,54.61366381658001,117.50056929815383,117.50056929815383,19.11000061035156,0.0,6.13,5.99,2.3372,0.31,2.64,3.59
20,2014-02-04,62.04999923706055,63.13999938964844,61.81999969482422,62.75,45985500,META,1,0.7640468109417355,62.98418894440359,52.34081029265696,61.481763117742496,183.2407048867589,20.100840748140214,57.64047586350214,57.64047586350214,19.11000061035156,0.0,0.31,0.27,14.8148,0.31,2.64,3.59
20,2014-02-04,3.869999885559082,3.902499914169312,3.849999904632568,3.6753082275390634,28069200,NVDA,1,-0.014854351664157,3.854145897617378,3.5971993792152026,45.22347624749788,-87.59104511151945,16.129796965015146,3.7266443229856954,3.7266443229856954,19.11000061035156,0.0,,,,0.31,2.64,3.59
21,2014-02-05,18.091428756713867,18.402856826782227,18.08035659790039,16.09225082397461,328344800,AAPL,2,-0.2362133212137003,18.044776754701267,15.330779046690331,38.99754628922747,-79.0221835420468,30.8153552422192,16.71753250468861,16.71753250468861,19.950000762939453,0.0,0.5175,0.5025,2.9851,0.32,2.70,3.66
21,2014-02-05,164.61758422851562,167.27532958984375,164.61758422851562,111.993408203125,4929066,IBM,2,-1.5479548092537527,124.4487715287865,109.35287031691664,31.535588063644425,-116.16983702163564,45.63676453140179,117.25024379383434,117.25024379383434,19.950000762939453,0.0,6.13,5.99,2.3372,0.32,2.70,3.66
21,2014-02-05,62.7400016784668,63.15999984741211,61.27000045776367,62.18999862670898,51685100,META,2,0.917225119293235,63.57072644795984,52.181272834877085,60.00799792520587,150.6294695427453,16.34088590168282,57.84727235273881,57.84727235273881,19.950000762939453,0.0,0.31,0.27,14.8148,0.32,2.70,3.66
21,2014-02-05,3.867500066757202,3.880000114440918,3.829999923706055,3.642282247543335,21467600,NVDA,2,-0.0171410730261589,3.8449926920769775,3.5898396662833125,42.86721402515855,-111.94700338108936,20.06562828399984,3.72280968319286,3.72280968319286,19.950000762939453,0.0,,,,0.32,2.70,3.66
22,2014-02-06,18.216428756713867,18.33928680419922,18.136070251464844,16.186046600341797,257765200,AAPL,3,-0.2201437531072692,18.00672578872626,15.28129625259454,40.64073288775566,-71.1075577627152,30.815355242219205,16.694424421890922,16.694424421890922,17.229999542236328,0.0,0.5175,0.5025,2.9851,0.33,2.73,3.67
22,2014-02-06,166.31930541992188,167.16061401367188,166.14723205566406,112.88526153564452,4489641,IBM,3,-1.4915187721373684,124.0190009112122,108.98932886173702,35.1140051991069,-97.17892132017408,45.63676453140179,117.06046195652172,117.06046195652172,17.229999542236328,0.0,6.13,5.99,2.3372,0.33,2.73,3.67
22,2014-02-06,61.459999084472656,62.77999877929688,61.459999084472656,62.15999984741211,42086500,META,3,1.023110238150181,64.08121587599976,52.06378343735473,59.92839072589904,130.5528517757213,16.34088590168282,58.03478224381156,58.03478224381156,17.229999542236328,0.0,0.31,0.27,14.8148,0.33,2.73,3.67
